molecule_hash,smiles,pre-selection_counts,target_replicate_1,target_replicate_2,target_replicate_3
hash_713,CCCC,19,3,4,35
hash_714,CCCCC,12,1,9,33
hash_715,CCCCCC,15,5,7,31
hash_716,CCCCCCC,22,4,4,34
hash_717,CCCCCCCC,24,4,6,23
hash_718,CCCCCCCCC,18,5,2,30
hash_719,CCCCCCCCCC,19,2,5,20
hash_720,C,16,7,6,30
hash_721,CC,19,6,6,30
hash_722,CCC,27,7,7,24
hash_723,CCCC,28,5,4,24
hash_724,CCCCC,16,4,5,23
hash_725,CCCCCC,15,6,6,27
hash_726,CCCCCCC,19,5,5,21
hash_727,CCCCCCCC,21,5,6,25
hash_728,CCCCCCCCC,19,7,4,29
hash_729,CCCCCCCCCC,18,6,4,25
hash_730,C,18,7,10,20
hash_731,CC,10,6,9,26
hash_732,CCC,30,6,8,42
hash_733,CCCC,21,2,5,28
hash_734,CCCCC,16,4,5,25
hash_735,CCCCCC,26,4,5,25
hash_736,CCCCCCC,20,5,7,21
hash_737,CCCCCCCC,24,4,8,32
hash_738,CCCCCCCCC,16,2,11,30
hash_739,CCCCCCCCCC,16,3,5,25
hash_740,C,24,1,4,22
hash_741,CC,15,9,4,25
hash_742,CCC,13,4,8,18
hash_743,CCCC,22,7,7,22
hash_744,CCCCC,21,2,5,22
hash_745,CCCCCC,19,3,2,25
hash_746,CCCCCCC,21,2,7,31
hash_747,CCCCCCCC,20,2,5,18
hash_748,CCCCCCCCC,22,1,4,29
hash_749,CCCCCCCCCC,18,2,2,25
hash_750,C,32,8,4,26
hash_751,CC,24,6,2,26
hash_752,CCC,24,6,2,19
hash_753,CCCC,20,5,2,28
hash_754,CCCCC,21,7,3,25
hash_755,CCCCCC,23,6,7,29
hash_756,CCCCCCC,26,4,5,38
hash_757,CCCCCCCC,25,6,4,23
hash_758,CCCCCCCCC,30,3,3,24
hash_759,CCCCCCCCCC,20,3,5,22
hash_760,C,21,2,6,19
hash_761,CC,24,4,2,16
hash_762,CCC,21,5,4,33
hash_763,CCCC,13,2,10,29
hash_764,CCCCC,18,5,6,27
hash_765,CCCCCC,15,3,4,22
hash_766,CCCCCCC,19,5,2,16
hash_767,CCCCCCCC,13,8,1,24
hash_768,CCCCCCCCC,24,7,0,29
hash_769,CCCCCCCCCC,22,7,4,24
hash_770,C,24,3,4,19
hash_771,CC,21,2,3,30
hash_772,CCC,22,3,3,26
hash_773,CCCC,20,8,3,25
hash_774,CCCCC,20,4,3,21
hash_775,CCCCCC,18,5,4,26
hash_776,CCCCCCC,18,3,6,31
hash_777,CCCCCCCC,23,3,8,20
hash_778,CCCCCCCCC,24,7,6,32
hash_779,CCCCCCCCCC,13,4,5,13
hash_780,C,15,4,7,21
hash_781,CC,13,4,4,26
hash_782,CCC,16,5,11,26
hash_783,CCCC,20,6,5,26
hash_784,CCCCC,14,8,4,32
hash_785,CCCCCC,15,6,2,26
hash_786,CCCCCCC,25,6,2,24
hash_787,CCCCCCCC,19,4,9,26
hash_788,CCCCCCCCC,23,3,11,30
hash_789,CCCCCCCCCC,13,2,4,18
hash_790,C,20,3,6,26
hash_791,CC,20,2,4,15
hash_792,CCC,23,6,5,19
hash_793,CCCC,20,4,4,28
hash_794,CCCCC,23,8,5,28
hash_795,CCCCCC,24,2,5,23
hash_796,CCCCCCC,19,4,4,29
hash_797,CCCCCCCC,33,3,6,25
hash_798,CCCCCCCCC,18,12,1,20
hash_799,CCCCCCCCCC,17,2,6,26
hash_800,C,23,1,4,27
hash_801,CC,22,3,4,32
hash_802,CCC,7,2,3,27
hash_803,CCCC,20,6,1,28
hash_804,CCCCC,25,6,6,21
hash_805,CCCCCC,18,7,12,25
hash_806,CCCCCCC,14,8,5,27
hash_807,CCCCCCCC,22,4,5,25
hash_808,CCCCCCCCC,23,7,5,28
hash_809,CCCCCCCCCC,22,8,4,33
hash_810,C,21,6,2,28
hash_811,CC,21,1,4,27
hash_812,CCC,17,4,4,24
hash_813,CCCC,19,10,5,19
hash_814,CCCCC,12,3,6,25
hash_815,CCCCCC,26,6,4,26
hash_816,CCCCCCC,13,8,4,23
hash_817,CCCCCCCC,24,2,4,29
hash_818,CCCCCCCCC,14,7,3,30
hash_819,CCCCCCCCCC,27,3,4,29
hash_820,C,18,3,11,31
hash_821,CC,14,6,3,35
hash_822,CCC,24,3,2,24
hash_823,CCCC,18,5,5,25
hash_824,CCCCC,20,3,5,26
hash_825,CCCCCC,22,3,4,25
hash_826,CCCCCCC,18,4,4,29
hash_827,CCCCCCCC,25,8,2,26
hash_828,CCCCCCCCC,24,6,5,25
hash_829,CCCCCCCCCC,21,7,4,24
hash_830,C,27,3,5,31
hash_831,CC,17,7,6,19
hash_832,CCC,22,5,6,23
hash_833,CCCC,17,9,4,26
hash_834,CCCCC,26,5,2,31
hash_835,CCCCCC,17,6,0,27
hash_836,CCCCCCC,16,8,3,26
hash_837,CCCCCCCC,23,5,4,22
hash_838,CCCCCCCCC,16,1,10,25
hash_839,CCCCCCCCCC,19,4,2,24
hash_840,C,20,2,7,14
hash_841,CC,19,4,7,28
hash_842,CCC,18,3,12,31
hash_843,CCCC,16,5,13,16
hash_844,CCCCC,24,4,3,34
hash_845,CCCCCC,18,7,1,21
hash_846,CCCCCCC,15,7,7,26
hash_847,CCCCCCCC,19,8,5,35
hash_848,CCCCCCCCC,18,3,6,31
hash_849,CCCCCCCCCC,25,6,7,25
hash_850,C,20,11,3,21
hash_851,CC,26,1,8,32
hash_852,CCC,16,6,3,24
hash_853,CCCC,24,4,3,27
hash_854,CCCCC,16,6,2,28
hash_855,CCCCCC,22,10,9,24
hash_856,CCCCCCC,23,4,3,20
hash_857,CCCCCCCC,22,4,7,26
hash_858,CCCCCCCCC,19,6,5,19
hash_859,CCCCCCCCCC,21,3,3,27
hash_860,C,18,6,4,20
hash_861,CC,27,7,7,26
hash_862,CCC,20,5,5,26
hash_863,CCCC,17,6,4,26
hash_864,CCCCC,20,2,3,37
hash_865,CCCCCC,11,6,6,25
hash_866,CCCCCCC,20,4,7,28
hash_867,CCCCCCCC,20,1,7,24
hash_868,CCCCCCCCC,23,9,7,23
hash_869,CCCCCCCCCC,18,4,3,34
hash_870,C,20,2,3,23
hash_871,CC,19,8,8,15
hash_872,CCC,18,7,2,33
hash_873,CCCC,25,0,8,23
hash_874,CCCCC,28,6,7,30
hash_875,CCCCCC,26,6,3,19
hash_876,CCCCCCC,21,6,8,25
hash_877,CCCCCCCC,21,7,6,29
hash_878,CCCCCCCCC,19,8,4,29
hash_879,CCCCCCCCCC,24,5,8,20
hash_880,C,14,6,10,26
hash_881,CC,18,4,6,19
hash_882,CCC,18,4,2,22
hash_883,CCCC,14,3,4,24
hash_884,CCCCC,18,6,5,28
hash_885,CCCCCC,19,8,8,26
hash_886,CCCCCCC,26,4,5,27
hash_887,CCCCCCCC,20,6,8,29
hash_888,CCCCCCCCC,21,6,6,21
hash_889,CCCCCCCCCC,21,6,2,25
hash_890,C,34,4,4,26
hash_891,CC,24,5,5,24
hash_892,CCC,13,5,5,18
hash_893,CCCC,15,5,2,21
hash_894,CCCCC,18,2,8,24
hash_895,CCCCCC,25,8,6,25
hash_896,CCCCCCC,19,5,3,23
hash_897,CCCCCCCC,18,7,3,25
hash_898,CCCCCCCCC,18,4,5,23
hash_899,CCCCCCCCCC,24,3,3,22
hash_900,C,25,5,4,26
hash_901,CC,21,7,3,22
hash_902,CCC,26,2,3,35
hash_903,CCCC,14,6,3,23
hash_904,CCCCC,26,4,5,21
hash_905,CCCCCC,17,6,4,23
hash_906,CCCCCCC,21,4,3,23
hash_907,CCCCCCCC,25,2,4,24
hash_908,CCCCCCCCC,25,10,7,26
hash_909,CCCCCCCCCC,20,9,5,24
hash_910,C,16,4,4,30
hash_911,CC,19,4,9,26
hash_912,CCC,20,4,5,21
hash_913,CCCC,15,4,5,23
hash_914,CCCCC,25,8,7,28
hash_915,CCCCCC,16,3,8,35
hash_916,CCCCCCC,19,5,4,31
hash_917,CCCCCCCC,20,3,1,23
hash_918,CCCCCCCCC,26,2,3,33
hash_919,CCCCCCCCCC,25,4,7,18
hash_920,C,28,3,1,25
hash_921,CC,14,9,5,29
hash_922,CCC,18,5,4,33
hash_923,CCCC,16,4,4,21
hash_924,CCCCC,21,5,8,19
hash_925,CCCCCC,21,3,8,25
hash_926,CCCCCCC,21,4,4,24
hash_927,CCCCCCCC,19,4,4,25
hash_928,CCCCCCCCC,22,1,3,28
hash_929,CCCCCCCCCC,18,1,3,23
hash_930,C,21,5,7,16
hash_931,CC,18,5,9,29
hash_932,CCC,15,5,6,21
hash_933,CCCC,23,3,6,25
hash_934,CCCCC,11,2,6,24
hash_935,CCCCCC,20,3,4,26
hash_936,CCCCCCC,20,5,6,26
hash_937,CCCCCCCC,29,3,6,16
hash_938,CCCCCCCCC,20,9,5,21
hash_939,CCCCCCCCCC,21,5,2,27
hash_940,C,16,3,9,29
hash_941,CC,25,4,4,24
hash_942,CCC,14,3,1,22
hash_943,CCCC,24,3,1,30
hash_944,CCCCC,16,3,4,27
hash_945,CCCCCC,23,3,8,21
hash_946,CCCCCCC,27,4,3,24
hash_947,CCCCCCCC,17,4,2,15
hash_948,CCCCCCCCC,14,5,3,30
hash_949,CCCCCCCCCC,14,2,3,27
hash_950,C,18,5,6,16
hash_951,CC,28,7,5,18
hash_952,CCC,28,2,8,22
hash_953,CCCC,25,3,4,24
hash_954,CCCCC,18,3,5,39
hash_955,CCCCCC,19,7,4,23
hash_956,CCCCCCC,15,4,4,24
hash_957,CCCCCCCC,22,4,5,19
hash_958,CCCCCCCCC,18,8,8,24
hash_959,CCCCCCCCCC,17,5,8,27
hash_960,C,15,6,4,25
hash_961,CC,23,6,7,15
hash_962,CCC,15,9,3,22
hash_963,CCCC,19,6,8,23
hash_964,CCCCC,23,3,5,33
hash_965,CCCCCC,26,7,5,19
hash_966,CCCCCCC,31,3,5,28
hash_967,CCCCCCCC,16,5,3,22
hash_968,CCCCCCCCC,14,3,7,21
hash_969,CCCCCCCCCC,32,4,4,29
hash_970,C,17,6,4,24
hash_971,CC,17,9,2,24
hash_972,CCC,16,2,8,19
hash_973,CCCC,22,5,4,26
hash_974,CCCCC,21,7,4,28
hash_975,CCCCCC,25,6,2,23
hash_976,CCCCCCC,18,5,10,27
hash_977,CCCCCCCC,22,6,3,25
hash_978,CCCCCCCCC,24,9,5,19
hash_979,CCCCCCCCCC,17,3,1,23
hash_980,C,23,3,7,33
hash_981,CC,16,4,3,30
hash_982,CCC,17,7,5,21
hash_983,CCCC,33,3,4,25
hash_984,CCCCC,23,2,7,27
hash_985,CCCCCC,15,3,4,18
hash_986,CCCCCCC,10,5,9,26
hash_987,CCCCCCCC,19,4,4,27
hash_988,CCCCCCCCC,18,5,5,15
hash_989,CCCCCCCCCC,17,5,3,28
hash_990,C,19,5,0,32
hash_991,CC,15,5,3,35
hash_992,CCC,22,6,2,17
hash_993,CCCC,27,6,2,24
hash_994,CCCCC,16,6,6,20
hash_995,CCCCCC,19,3,5,21
hash_996,CCCCCCC,22,6,6,26
hash_997,CCCCCCCC,19,4,7,31
hash_998,CCCCCCCCC,22,3,7,28
hash_999,CCCCCCCCCC,24,6,5,28
hash_1000,C,23,4,6,20
hash_1001,CC,26,7,3,28
hash_1002,CCC,20,3,7,29
hash_1003,CCCC,21,6,7,26
hash_1004,CCCCC,13,5,6,18
hash_1005,CCCCCC,25,8,6,18
hash_1006,CCCCCCC,20,7,4,18
hash_1007,CCCCCCCC,21,4,8,25
hash_1008,CCCCCCCCC,23,6,6,22
hash_1009,CCCCCCCCCC,21,7,8,21
hash_1010,C,16,5,6,21
hash_1011,CC,16,4,6,25
hash_1012,CCC,24,0,5,32
hash_1013,CCCC,21,8,3,22
hash_1014,CCCCC,8,4,8,25
hash_1015,CCCCCC,21,4,6,22
hash_1016,CCCCCCC,29,5,8,20
hash_1017,CCCCCCCC,21,9,2,27
hash_1018,CCCCCCCCC,19,6,8,28
hash_1019,CCCCCCCCCC,16,7,6,18
hash_1020,C,20,4,5,25
hash_1021,CC,19,4,4,21
hash_1022,CCC,19,3,2,23
hash_1023,CCCC,21,3,5,24
hash_1024,CCCCC,21,3,3,29
hash_1025,CCCCCC,26,8,3,16
hash_1026,CCCCCCC,19,7,6,17
hash_1027,CCCCCCCC,18,8,10,32
hash_1028,CCCCCCCCC,20,6,8,23
hash_1029,CCCCCCCCCC,16,1,5,25
hash_1030,C,22,6,3,18
hash_1031,CC,20,2,6,24
hash_1032,CCC,22,2,6,25
hash_1033,CCCC,16,4,6,30
hash_1034,CCCCC,20,3,8,15
hash_1035,CCCCCC,13,6,7,35
hash_1036,CCCCCCC,29,1,6,27
hash_1037,CCCCCCCC,23,5,4,24
hash_1038,CCCCCCCCC,17,5,4,30
hash_1039,CCCCCCCCCC,25,11,6,22
hash_1040,C,28,5,5,32
hash_1041,CC,26,1,6,32
hash_1042,CCC,17,6,10,22
hash_1043,CCCC,17,3,5,24
hash_1044,CCCCC,23,1,4,29
hash_1045,CCCCCC,19,3,4,26
hash_1046,CCCCCCC,23,2,4,17
hash_1047,CCCCCCCC,13,3,4,21
hash_1048,CCCCCCCCC,23,5,2,33
hash_1049,CCCCCCCCCC,23,4,3,19
hash_1050,C,24,5,8,25
hash_1051,CC,22,5,6,30
hash_1052,CCC,23,4,7,25
hash_1053,CCCC,20,2,6,23
hash_1054,CCCCC,21,6,6,27
hash_1055,CCCCCC,19,7,3,26
hash_1056,CCCCCCC,15,6,6,19
hash_1057,CCCCCCCC,16,5,2,29
hash_1058,CCCCCCCCC,19,4,8,24
hash_1059,CCCCCCCCCC,25,4,4,30
hash_1060,C,19,7,5,21
hash_1061,CC,20,8,6,31
hash_1062,CCC,23,5,3,19
hash_1063,CCCC,23,8,4,25
hash_1064,CCCCC,19,3,7,35
hash_1065,CCCCCC,24,5,8,30
hash_1066,CCCCCCC,22,2,6,12
hash_1067,CCCCCCCC,12,4,5,25
hash_1068,CCCCCCCCC,16,5,11,26
hash_1069,CCCCCCCCCC,19,3,5,31
hash_1070,C,14,6,6,28
hash_1071,CC,19,4,6,27
hash_1072,CCC,10,8,5,22
hash_1073,CCCC,10,8,6,28
hash_1074,CCCCC,22,5,4,22
hash_1075,CCCCCC,18,7,5,28
hash_1076,CCCCCCC,20,7,4,30
hash_1077,CCCCCCCC,24,3,6,16
hash_1078,CCCCCCCCC,16,7,3,28
hash_1079,CCCCCCCCCC,14,9,3,21
hash_1080,C,17,3,6,23
hash_1081,CC,21,6,1,25
hash_1082,CCC,14,4,6,35
hash_1083,CCCC,16,5,5,20
hash_1084,CCCCC,11,7,5,22
hash_1085,CCCCCC,21,3,5,30
hash_1086,CCCCCCC,17,3,6,29
hash_1087,CCCCCCCC,27,2,8,21
hash_1088,CCCCCCCCC,24,6,6,30
hash_1089,CCCCCCCCCC,17,3,4,31
hash_1090,C,27,9,7,37
hash_1091,CC,19,6,5,30
hash_1092,CCC,16,4,5,30
hash_1093,CCCC,19,6,6,28
hash_1094,CCCCC,14,7,4,21
hash_1095,CCCCCC,21,3,6,25
hash_1096,CCCCCCC,14,3,4,25
hash_1097,CCCCCCCC,23,1,2,27
hash_1098,CCCCCCCCC,22,4,5,27
hash_1099,CCCCCCCCCC,14,8,5,29
hash_1100,C,19,4,2,31
hash_1101,CC,23,8,7,27
hash_1102,CCC,26,4,2,28
hash_1103,CCCC,26,8,2,22
hash_1104,CCCCC,24,4,2,23
hash_1105,CCCCCC,20,4,2,28
hash_1106,CCCCCCC,23,2,8,27
hash_1107,CCCCCCCC,17,4,6,25
hash_1108,CCCCCCCCC,25,3,2,20
hash_1109,CCCCCCCCCC,19,5,1,23
hash_1110,C,20,6,7,27
hash_1111,CC,27,3,4,26
hash_1112,CCC,14,6,8,20
hash_1113,CCCC,21,4,6,18
hash_1114,CCCCC,26,5,3,24
hash_1115,CCCCCC,28,4,5,27
hash_1116,CCCCCCC,26,7,9,27
hash_1117,CCCCCCCC,24,6,5,26
hash_1118,CCCCCCCCC,20,9,6,21
hash_1119,CCCCCCCCCC,24,6,2,30
hash_1120,C,19,4,8,23
hash_1121,CC,17,3,5,18
hash_1122,CCC,22,7,1,25
hash_1123,CCCC,21,7,3,42
hash_1124,CCCCC,17,0,3,23
hash_1125,CCCCCC,21,7,5,18
hash_1126,CCCCCCC,21,4,5,29
hash_1127,CCCCCCCC,13,4,8,22
hash_1128,CCCCCCCCC,20,6,7,15
hash_1129,CCCCCCCCCC,20,4,5,25
hash_1130,C,19,6,2,23
hash_1131,CC,23,5,5,27
hash_1132,CCC,15,5,5,20
hash_1133,CCCC,19,2,4,18
hash_1134,CCCCC,28,3,4,22
hash_1135,CCCCCC,26,6,9,34
hash_1136,CCCCCCC,24,6,4,26
hash_1137,CCCCCCCC,20,6,6,26
hash_1138,CCCCCCCCC,26,0,7,32
hash_1139,CCCCCCCCCC,29,1,4,18
hash_1140,C,14,6,5,31
hash_1141,CC,19,3,6,24
hash_1142,CCC,16,6,4,24
hash_1143,CCCC,21,8,3,22
hash_1144,CCCCC,23,9,5,27
hash_1145,CCCCCC,25,6,5,30
hash_1146,CCCCCCC,25,8,6,23
hash_1147,CCCCCCCC,15,7,12,18
hash_1148,CCCCCCCCC,23,2,3,20
hash_1149,CCCCCCCCCC,13,1,6,26
hash_1150,C,26,7,6,27
hash_1151,CC,22,8,4,17
hash_1152,CCC,22,9,4,21
hash_1153,CCCC,14,4,5,22
hash_1154,CCCCC,15,5,6,28
hash_1155,CCCCCC,21,9,7,25
hash_1156,CCCCCCC,23,3,2,18
hash_1157,CCCCCCCC,18,2,7,23
hash_1158,CCCCCCCCC,16,4,3,26
hash_1159,CCCCCCCCCC,20,4,5,28
hash_1160,C,24,8,5,16
hash_1161,CC,25,3,3,20
hash_1162,CCC,21,3,6,32
hash_1163,CCCC,18,5,7,26
hash_1164,CCCCC,24,7,8,29
hash_1165,CCCCCC,23,4,1,29
hash_1166,CCCCCCC,15,4,5,26
hash_1167,CCCCCCCC,26,4,8,28
hash_1168,CCCCCCCCC,22,3,6,32
hash_1169,CCCCCCCCCC,16,3,5,24
hash_1170,C,15,4,3,21
hash_1171,CC,23,8,9,20
hash_1172,CCC,23,6,4,26
hash_1173,CCCC,22,6,6,37
hash_1174,CCCCC,19,8,1,27
hash_1175,CCCCCC,20,7,5,32
hash_1176,CCCCCCC,24,5,7,22
hash_1177,CCCCCCCC,25,6,2,19
hash_1178,CCCCCCCCC,14,5,7,30
hash_1179,CCCCCCCCCC,18,3,2,25
hash_1180,C,26,4,5,16
hash_1181,CC,22,5,7,16
hash_1182,CCC,23,2,6,30
hash_1183,CCCC,22,2,4,22
hash_1184,CCCCC,24,7,3,28
hash_1185,CCCCCC,21,5,6,22
hash_1186,CCCCCCC,16,8,5,31
hash_1187,CCCCCCCC,19,3,8,26
hash_1188,CCCCCCCCC,27,4,5,23
hash_1189,CCCCCCCCCC,20,3,2,21
hash_1190,C,20,5,7,20
hash_1191,CC,15,0,4,30
hash_1192,CCC,20,3,4,28
hash_1193,CCCC,19,5,5,23
hash_1194,CCCCC,19,5,6,28
hash_1195,CCCCCC,24,4,5,23
hash_1196,CCCCCCC,13,3,3,20
hash_1197,CCCCCCCC,19,3,4,30
hash_1198,CCCCCCCCC,23,8,4,25
hash_1199,CCCCCCCCCC,19,6,5,22
hash_1200,C,21,9,7,20
hash_1201,CC,16,7,4,31
hash_1202,CCC,25,4,5,22
hash_1203,CCCC,17,7,7,25
hash_1204,CCCCC,16,3,3,27
hash_1205,CCCCCC,18,5,7,24
hash_1206,CCCCCCC,19,3,5,31
hash_1207,CCCCCCCC,22,8,5,20
hash_1208,CCCCCCCCC,20,4,2,24
hash_1209,CCCCCCCCCC,15,3,8,24
hash_1210,C,18,7,5,24
hash_1211,CC,22,3,6,31
hash_1212,CCC,24,1,2,25
hash_1213,CCCC,19,4,0,30
hash_1214,CCCCC,20,5,9,14
hash_1215,CCCCCC,15,3,3,32
hash_1216,CCCCCCC,13,3,5,18
hash_1217,CCCCCCCC,25,2,4,16
hash_1218,CCCCCCCCC,19,4,8,30
hash_1219,CCCCCCCCCC,18,5,9,22
hash_1220,C,18,7,4,16
hash_1221,CC,21,3,2,18
hash_1222,CCC,21,11,4,28
hash_1223,CCCC,14,5,4,19
hash_1224,CCCCC,14,3,9,21
hash_1225,CCCCCC,25,3,4,23
hash_1226,CCCCCCC,20,6,6,27
hash_1227,CCCCCCCC,17,7,10,28
hash_1228,CCCCCCCCC,21,5,5,23
hash_1229,CCCCCCCCCC,17,3,5,25
hash_1230,C,12,2,4,25
hash_1231,CC,23,6,5,26
hash_1232,CCC,25,5,2,21
hash_1233,CCCC,33,5,3,21
hash_1234,CCCCC,26,3,6,30
hash_1235,CCCCCC,17,6,4,22
hash_1236,CCCCCCC,22,6,8,32
hash_1237,CCCCCCCC,16,3,4,38
hash_1238,CCCCCCCCC,19,2,7,25
hash_1239,CCCCCCCCCC,27,6,5,37
hash_1240,C,21,4,5,26
hash_1241,CC,13,6,2,23
hash_1242,CCC,18,1,9,24
hash_1243,CCCC,23,5,4,33
hash_1244,CCCCC,21,5,4,20
hash_1245,CCCCCC,15,4,5,30
hash_1246,CCCCCCC,22,5,4,23
hash_1247,CCCCCCCC,16,5,2,26
hash_1248,CCCCCCCCC,23,1,8,16
hash_1249,CCCCCCCCCC,19,3,4,28
hash_1250,C,19,2,7,35
hash_1251,CC,12,4,1,27
hash_1252,CCC,26,7,6,26
hash_1253,CCCC,19,11,3,30
hash_1254,CCCCC,17,3,9,26
hash_1255,CCCCCC,20,5,6,30
hash_1256,CCCCCCC,24,4,7,14
hash_1257,CCCCCCCC,16,2,0,17
hash_1258,CCCCCCCCC,12,8,6,25
hash_1259,CCCCCCCCCC,20,10,4,18
hash_1260,C,19,7,8,15
hash_1261,CC,19,5,5,33
hash_1262,CCC,20,2,1,19
hash_1263,CCCC,24,7,8,29
hash_1264,CCCCC,21,5,2,23
hash_1265,CCCCCC,20,11,1,31
hash_1266,CCCCCCC,17,3,3,31
hash_1267,CCCCCCCC,25,5,3,32
hash_1268,CCCCCCCCC,19,4,4,27
hash_1269,CCCCCCCCCC,14,7,5,26
hash_1270,C,23,5,6,30
hash_1271,CC,19,3,4,29
hash_1272,CCC,20,7,1,28
hash_1273,CCCC,19,9,2,27
hash_1274,CCCCC,30,9,5,24
hash_1275,CCCCCC,26,7,3,21
hash_1276,CCCCCCC,17,6,3,23
hash_1277,CCCCCCCC,25,6,3,26
hash_1278,CCCCCCCCC,19,6,6,27
hash_1279,CCCCCCCCCC,34,5,4,19
hash_1280,C,19,3,6,32
hash_1281,CC,15,4,6,38
hash_1282,CCC,20,3,6,35
hash_1283,CCCC,21,5,5,25
hash_1284,CCCCC,21,8,1,23
hash_1285,CCCCCC,24,1,3,20
hash_1286,CCCCCCC,22,1,4,25
hash_1287,CCCCCCCC,15,7,1,27
hash_1288,CCCCCCCCC,24,11,5,19
hash_1289,CCCCCCCCCC,28,6,6,33
hash_1290,C,16,4,4,24
hash_1291,CC,21,5,3,33
hash_1292,CCC,14,2,7,29
hash_1293,CCCC,14,5,8,26
hash_1294,CCCCC,20,7,3,24
hash_1295,CCCCCC,24,3,10,23
hash_1296,CCCCCCC,21,4,6,19
hash_1297,CCCCCCCC,19,6,7,20
hash_1298,CCCCCCCCC,25,4,9,27
hash_1299,CCCCCCCCCC,18,6,5,20
hash_1300,C,12,2,4,37
hash_1301,CC,16,3,7,25
hash_1302,CCC,18,1,8,29
hash_1303,CCCC,24,7,5,31
hash_1304,CCCCC,16,2,7,27
hash_1305,CCCCCC,24,3,9,24
hash_1306,CCCCCCC,21,7,3,35
hash_1307,CCCCCCCC,16,6,3,22
hash_1308,CCCCCCCCC,21,5,3,27
hash_1309,CCCCCCCCCC,23,4,6,26
hash_1310,C,20,4,8,26
hash_1311,CC,22,3,4,31
hash_1312,CCC,16,5,4,19
hash_1313,CCCC,14,5,4,25
hash_1314,CCCCC,21,8,5,28
hash_1315,CCCCCC,21,6,4,22
hash_1316,CCCCCCC,20,2,1,24
hash_1317,CCCCCCCC,15,7,7,32
hash_1318,CCCCCCCCC,23,7,1,17
hash_1319,CCCCCCCCCC,22,3,2,19
hash_1320,C,25,4,7,23
hash_1321,CC,16,4,2,20
hash_1322,CCC,19,5,2,30
hash_1323,CCCC,11,3,5,25
hash_1324,CCCCC,21,2,10,23
hash_1325,CCCCCC,21,2,7,21
hash_1326,CCCCCCC,15,8,1,25
hash_1327,CCCCCCCC,16,4,6,23
hash_1328,CCCCCCCCC,21,4,3,28
hash_1329,CCCCCCCCCC,20,2,4,22
hash_1330,C,21,7,11,17
hash_1331,CC,20,4,7,20
hash_1332,CCC,22,6,1,34
hash_1333,CCCC,18,4,5,20
hash_1334,CCCCC,30,6,3,28
hash_1335,CCCCCC,25,11,3,14
hash_1336,CCCCCCC,18,5,2,34
hash_1337,CCCCCCCC,15,3,5,20
hash_1338,CCCCCCCCC,12,6,4,22
hash_1339,CCCCCCCCCC,13,4,7,34
hash_1340,C,21,7,5,27
hash_1341,CC,19,6,9,22
hash_1342,CCC,19,7,9,20
hash_1343,CCCC,20,5,4,36
hash_1344,CCCCC,22,3,4,33
hash_1345,CCCCCC,18,6,4,26
hash_1346,CCCCCCC,19,4,2,29
hash_1347,CCCCCCCC,17,6,5,25
hash_1348,CCCCCCCCC,25,8,6,23
hash_1349,CCCCCCCCCC,13,7,9,23
hash_1350,C,13,7,5,12
hash_1351,CC,14,8,4,20
hash_1352,CCC,15,6,4,26
hash_1353,CCCC,21,3,5,20
hash_1354,CCCCC,13,5,7,26
hash_1355,CCCCCC,21,3,4,26
hash_1356,CCCCCCC,26,6,4,24
hash_1357,CCCCCCCC,27,7,2,23
hash_1358,CCCCCCCCC,17,5,8,22
hash_1359,CCCCCCCCCC,15,2,5,24
hash_1360,C,15,5,2,29
hash_1361,CC,17,6,2,25
hash_1362,CCC,19,3,7,18
hash_1363,CCCC,22,4,5,19
hash_1364,CCCCC,20,5,5,20
hash_1365,CCCCCC,17,3,1,23
hash_1366,CCCCCCC,26,4,5,32
hash_1367,CCCCCCCC,19,4,2,21
hash_1368,CCCCCCCCC,21,5,5,29
hash_1369,CCCCCCCCCC,19,3,7,28
hash_1370,C,18,6,2,24
hash_1371,CC,23,5,5,18
hash_1372,CCC,13,3,6,23
hash_1373,CCCC,19,4,4,27
hash_1374,CCCCC,19,2,5,18
hash_1375,CCCCCC,24,5,6,26
hash_1376,CCCCCCC,29,3,6,24
hash_1377,CCCCCCCC,15,6,7,34
hash_1378,CCCCCCCCC,24,7,2,36
hash_1379,CCCCCCCCCC,17,7,7,11
hash_1380,C,21,5,4,31
hash_1381,CC,24,6,7,34
hash_1382,CCC,26,7,7,24
hash_1383,CCCC,24,3,3,24
hash_1384,CCCCC,16,5,9,25
hash_1385,CCCCCC,26,3,4,30
hash_1386,CCCCCCC,22,4,2,32
hash_1387,CCCCCCCC,17,6,6,16
hash_1388,CCCCCCCCC,25,2,2,28
hash_1389,CCCCCCCCCC,15,8,7,32
hash_1390,C,18,4,1,21
hash_1391,CC,21,9,3,32
hash_1392,CCC,26,4,4,36
hash_1393,CCCC,24,8,4,19
hash_1394,CCCCC,18,8,5,20
hash_1395,CCCCCC,18,7,8,25
hash_1396,CCCCCCC,20,7,4,17
hash_1397,CCCCCCCC,28,5,1,37
hash_1398,CCCCCCCCC,16,4,2,25
hash_1399,CCCCCCCCCC,23,5,5,27
hash_1400,C,15,8,2,27
hash_1401,CC,21,10,6,25
hash_1402,CCC,23,3,6,33
hash_1403,CCCC,13,5,7,24
hash_1404,CCCCC,18,5,4,27
hash_1405,CCCCCC,27,5,5,20
hash_1406,CCCCCCC,25,5,2,23
